ID,Causal claim,Independent variable (coded),Dependent variable (coded),Relationship,sentence_id,source,final_sentence_id
5461,Scarcity of resources which basically emanated from situation like drought remained a major problem responsible for the farmers and herders conflict.,drought,resources,Negative,354,SIFT_data_2024_03,1966
5295,"As a guy, if you don’t have sex, you will start growing fat and develop pimples, boils, and sickness.",not having sex,sickness,Positive,249,SIFT_data_2024_03,1899
5056,"Violence will make it unsafe to travel, removing my need for fuel.",violence,unsafe traveling,Positive,42,SIFT_data_2024_03,1774
5475,"Banditry, on the contrary, has been described as the act of robbery or violent crime especially in an area where the rule of law has broken down. It mostly involved the use of coercion and threat to rob, rape, and kill.",rule of law breaking down,banditry,Positive,362,SIFT_data_2024_03,1973
5388,"After her birth Hauwa started to lose a lot of blood, the leading cause of maternal death worldwide.",losing blood,maternal death,Positive,308,SIFT_data_2024_03,1933
5058,Citizens are unhappy with the nature of the new employment opportunities and revolting.,new employment opportunities,unhappiness,Positive,43,SIFT_data_2024_03,1775
5389,"Now that he [my husband] is dead, I attend hospital if I am not feeling fine, pregnant or not pregnant.",husband is dead,attending hospital,Positive,309,SIFT_data_2024_03,1934
5129,"due to the general lack of physical security in conflict zones, people may simply not feel safe traveling to markets",lack of physical security,people not feeling safe traveling to markets,Positive,78,SIFT_data_2024_03,1809
5409,"After seven days of good food and purgatives and washing, you feel strong, you can get up and go outside.",purgatives,feeling strong,Positive,324,SIFT_data_2024_03,1944
5391,Take the myth around eating eggs during pregnancy: we know eating eggs is safe as long as the eggs are cooked well to avoid salmonella infection.,cooking eggs well,eating eggs is safe,Positive,310,SIFT_data_2024_03,1935
5255,"A pregnant woman, between 2-3 months, should not eat fish or chicken, because that will cause the child to have skin diseases like leprosy.",pregnant woman eating chicken,leprosy,Positive,218,SIFT_data_2024_03,1873
5330,"Men here marry many wives once they have the resources. Islam permits it, but men do it primarily to show that they are wealthy.",having resources,marrying many wives,Positive,267,SIFT_data_2024_03,1913
5212,Some say that if you don’t have sex before you marry your husband will suffer because he can’t succeed in making love to you [unable to penetrate] and that having children will be a problem.,husband unable to penetrate,having children,Negative,145,SIFT_data_2024_03,1849
5054,"Meena lives in village, she is illetrate, so she is not understanding ASHA's suggestion. She feels that child remain thirsty so feeds water along with her milk. She does not understand that all nutrients and water are available in mother's milk.",being illetrate,not understanding ASHA,Positive,40,SIFT_data_2024_03,1773
5117,Fisherman restricted from fishing at nightime by gangs reduces amount of food and increases hunger,gangs,restricting fisherman from fishing at nightime,Positive,72,SIFT_data_2024_03,1803
5107,"Conflict destroys health care and social service institutions, creating elevated risk of illness and malnutrition",social service institutions,malnutrition,Negative,68,SIFT_data_2024_03,1799
5070,Imagine that Boko Haram has increased its activity in northern Nigeria.,Boko Haram,Boko Haram activity,Positive,49,SIFT_data_2024_03,1781
5338,"Furthermore, findings from this paper show that due to gendered social norms and the combined effects of poverty, women were sometimes still expected to undertake physically strenuous farm work and household chores when pregnant.",gendered social norms,pregnant women undertaking physically strenuous farm work,Positive,269,SIFT_data_2024_03,1915
5120,"Owing to several attacks in these markets by members of BH, the economic activities have declined in the city",attacks by members of BH,economic activities,Negative,73,SIFT_data_2024_03,1804
5165,She told me I had a sickness of the mind that made me sad... and that I will get better with time and I did.,getting better with time,sickness of the mind,Negative,103,SIFT_data_2024_03,1826
5185,a wife can prevent divorce by bearing her husband many children.,having many children,divorce,Negative,114,SIFT_data_2024_03,1833
5471,"As a result of the increase in the livestock population and the associated growth in the demand for feeds, feed markets have sprung up in many cities and towns in the region.",increase in livestock population,feed markets,Positive,360,SIFT_data_2024_03,1971
5014,"Women must have thought that by taking TT injection, tetanus will not happen. And at the time of delivery there would be no fear of tetanus and baby will not have tetanus.",TT injection,tetanus,Negative,15,SIFT_data_2024_03,1759
5229,"When my children are seriously sick, I first inform my pastor, then take him/her to the hospital while I keep praying on my own.",children are seriously sick,informing the pastor,Positive,159,SIFT_data_2024_03,1858
5187,"Because we find that after the second trimester, a lot of them don't deliver in the hospital because they believe that by the time we tell them they're normal, they can have safe deliveries at home.",after the second trimester,safe to deliver at home,Positive,121,SIFT_data_2024_03,1834
5106,"Conflict destroys health care and social service institutions, creating elevated risk of illness and malnutrition",social service institutions,illness,Negative,68,SIFT_data_2024_03,1799
5290,"Another version is the misconception that after sex a woman can start ""jumping up and down so that the sperm would come out"".
",woman jumping up and down after sex,woman getting sperm out,Positive,247,SIFT_data_2024_03,1897
5305,"Mango is nutritious, rich in fibre, which can help prevent constipation, also rich in vitamin C, vitamin A, vitamin B6 and folic acid, which are all vital nutrients for a pregnant and a breastfeeding mother.",mango,vitamin C,Positive,253,SIFT_data_2024_03,1902
5206,Ectopic pregnancy is a medical emergency and can be fatal if not treated.,ectopic pregnancy,fatality,Positive,139,SIFT_data_2024_03,1845
5410,"After seven days of good food and purgatives and washing, you feel strong, you can get up and go outside.",washing,feeling strong,Positive,324,SIFT_data_2024_03,1944
5437,"The recent investment in improving existing roads that connect administrative centres to regional capitals, combined with the advance in use of mobile phone communications, have facilitated the development of new and efficient cereal trade routes and reduced marketing margins",improving existing roads,marketing margins,Negative,337,SIFT_data_2024_03,1955
5108,"Conflict destroys health care and social service institutions, creating elevated risk of illness and malnutrition",health care,illness,Negative,68,SIFT_data_2024_03,1799
5246,The West is responsible for the crisis in Ukraine.,the West,crisis in Ukraine,Positive,200,SIFT_data_2024_03,1867
5484,"The explanation of low incomes from fisheries was due to the rarity of fish and fisheries resources in the rivers and backwaters in study area. Furthermore, rivers were contaminated by chemical products in form of effluents from the artisanal gold mining activities (Rasheed and Amuda, 2014).",artisanal gold mining,chemical products,Positive,365,SIFT_data_2024_03,1976
5253,"A pregnant woman, between 2-3 months, should not eat fish or chicken, because that will cause the child to have skin diseases like leprosy.",pregnant woman eating fish,leprosy,Positive,218,SIFT_data_2024_03,1873
5092,"Civil insecurity born out of the Boko Haram conflict has persisted in the extreme northeast, particularly in Borno, Yobe and Kano states, causing population displacement and limiting crop production below average, restricting market and trade activities and causing higher food prices compared to other areas of the country.",civil insecurity,population displacement,Positive,64,SIFT_data_2024_03,1795
5263,The man couldn't lift his son because he was so weak.,man is weak,man unable to lift his son,Positive,224,SIFT_data_2024_03,1878
5267,The trophy doesn't fit into the brown suitcase because it's too small.,suitcase is too small,fitting trophy in the brown suitcase,Negative,228,SIFT_data_2024_03,1882
5264,The delivery truck zoomed by the school bus because it was going so fast,delivery truck going fast,zooming by the school bus,Positive,225,SIFT_data_2024_03,1879
5142,Men from rural communities often think that modern contraception is imposed by the government or the Western world to control population growth.,modern contraception,population growth,Negative,89,SIFT_data_2024_03,1817
5007,"Prime Minister Benjamin Netanyahu ordered Israel’s military to plan to evacuate Palestinian civilians from Rafah, in southern Gaza, ahead of a likely offensive.",ahead of offensive,evacuating Palestinian civilians,Positive,2,SIFT_data_2024_03,1753
5306,I have five children because I believed God had a male child for me (my last born) which I was prayerfully seeking Him for.,praying to God,having a male child,Positive,254,SIFT_data_2024_03,1903
5401,Anita feeds colostrum to her child because she knows that it has vitamins.,colostrum,vitamins,Positive,320,SIFT_data_2024_03,1941
5215,"It was erroneously believed that for women who do not menstruate monthly, the waste products that the menstrual fluid is supposed to get rid of can accumulate and lead to ""diseases.""",not menstruating monthly,waste products,Positive,149,SIFT_data_2024_03,1852
5240,our lovely people should not be doing this [female circumcision] and thank God there is an enlightenment campaign to stop it,enlightenment campaign,female circumcision,Negative,165,SIFT_data_2024_03,1861
5386,"Because of this reason, Anita would have fed her colostrum immediately after the birth of child.",birth of child,feeding colostrum,Positive,305,SIFT_data_2024_03,1932
5019,ASHA must have told Rekha that eating IFA tablets will cause blood in the body. Not eating will cause weakness. Anaemia can also occur. The baby may be unhealthy.,eating IFA tablets,blood in body,Positive,19,SIFT_data_2024_03,1762
5192,"And if she's had other medical complications like maybe diabetes or complications from some communicable diseases, malaria, hepatitis or any other endemic communicable disease, we tend to look at the [pregnancy] risk factor higher.",endemic communicable disease,pregnancy risk,Positive,122,SIFT_data_2024_03,1835
5077,"As a result of prolonged flooding, cereals and fuels have become more difficult to purchase.",prolonged flooding,difficulty of purchasing fuels,Positive,54,SIFT_data_2024_03,1786
5140,They [hospital health workers] see you as being inferior because you are a woman from a rural area.,being a woman from a rural area,hospital health workers seeing you as inferior,Positive,85,SIFT_data_2024_03,1815
5068,"With limited access to foreign investment, local suppliers are no longer able to sell the same quantities of food-related goods.",limited access to foreign investment,ability to sell food-related goods,Negative,47,SIFT_data_2024_03,1779
5454,Cattle thieves are carrying out daily killings and kidnappings in Zamfara state. Hundreds have died this year alone.,killings,hundreds dying,Positive,349,SIFT_data_2024_03,1963
5231,"When my children are seriously sick, I first inform my pastor, then take him/her to the hospital while I keep praying on my own.",children are seriously sick,praying,Positive,159,SIFT_data_2024_03,1858
5241,"Russia has a moral obligation to do something
about security in the region",Russia,security in the region,Positive,167,SIFT_data_2024_03,1862
5285,I went to give a testimony in church after my safe delivery .,having a safe delivery,giving a testimony in church,Positive,239,SIFT_data_2024_03,1892
5315,The reason is that any woman that goes to the health centre seat on a chair for hours at the end. No care.,going to the health centre,waiting in a chair for hours,Positive,260,SIFT_data_2024_03,1907
5311,"Major causes of death in the Christian Billiri Society included poor health care, substance taking, HIV/AIDS, cattle Fulani attacks and civil crisis among farmers.",HIV/AIDS,death,Positive,257,SIFT_data_2024_03,1905
5136,Competition for resources has generated cycles of hunger and hopelessness that have bred violence in Sri Lanka as well as Rwanda,hunger,violence,Positive,82,SIFT_data_2024_03,1812
5294,"As a guy, if you don’t have sex, you will start growing fat and develop pimples, boils, and sickness.",not having sex,getting boils,Positive,249,SIFT_data_2024_03,1899
5480,"Availability of agricultural products will result in vibrant health, stable mental and physical development of the citizens, and national productivity ",availability of agricultural products,mental and physical development of citizens,Positive,364,SIFT_data_2024_03,1975
5459,Scarcity of resources which basically emanated from situation like drought remained a major problem responsible for the farmers and herders conflict.,drought,scarcity of resources,Positive,354,SIFT_data_2024_03,1966
5029,"Women would have thought that by taking IFA tablets, child will be fat and will create problem during delivery. Child will not come out easily y and if child will not come out easily y the operation need to be done.",taking IFA tablets,child being fat,Positive,28,SIFT_data_2024_03,1765
5300,"Mango is nutritious, rich in fibre, which can help prevent constipation, also rich in vitamin C, vitamin A, vitamin B6 and folic acid, which are all vital nutrients for a pregnant and a breastfeeding mother.",fibre,constipation,Negative,253,SIFT_data_2024_03,1902
5322,It was believed that infections caused bad blood whose compromised quality was no good for procreation or optimal sexual functioning.,bad blood,procreation,Negative,264,SIFT_data_2024_03,1910
5280,Abductions for ransom have become a lucrative industry across Africa’s most populous nation,abductions,ransom,Positive,236,SIFT_data_2024_03,1889
5061,Medical professionals have fled the region due to violence and a lack of economic opportunity.,violence,economic opportunity,Negative,44,SIFT_data_2024_03,1776
5148,"And it was this fear, this insecurity, this almost religious commitment to racism that lead to apartheid, the killing of thousands of people, and to his own nearly twenty-seven years of imprisonment.",insecurity,apartheid,Positive,92,SIFT_data_2024_03,1819
5027,"ASHA must tell the woman during pregnancy so that the woman must have that information with her. So, as soon as the child takes birth he/she will be fed with colostrum which will prevent the child from diseases.",feeding colostrum,child diseases,Negative,27,SIFT_data_2024_03,1764
5268,Other women themselves initiated divorce because they felt guilty for being unable to bear children for their partners.,women feeling guilty,divorce,Positive,229,SIFT_data_2024_03,1883
5395,"I loved him very much, I left him because I had no children.",having no children,leaving him,Positive,315,SIFT_data_2024_03,1938
5336,"Health promoters attributed anemia , and malnutrition in general , to women ’s low education , their tribe , or poverty",poverty,anemia,Positive,268,SIFT_data_2024_03,1914
5087,The aforementioned indicates that banditry jeopardizes farming by causing farmers to desert farmlands that should have been cultivated and extorting money from farmers in the name of harvest fees. These have resulted in low output for farmers.,banditry,low output for farmers,Positive,63,SIFT_data_2024_03,1794
5376,"Though it is good to go to hospital for treatment of childhood illness, we must always remember that doctors and nurses only treat – it's God that heals.",going to hospital,childhood illness,Negative,299,SIFT_data_2024_03,1928
5261,It is good for a girl to remain a virgin until she marries so that her husband can respect her,girl remaining a virgin,husband respecting girl,Positive,222,SIFT_data_2024_03,1876
5232,"If she does not go to hospital to receive all the check-up, injections and medicines, then she will be blamed when anything goes wrong in future.",going to hospital,getting check-up,Positive,162,SIFT_data_2024_03,1859
5048,The woman fed her child colostrum because the benefits of it is equal to immunization. It gives strengths to child to fight against diseases and child remains healthy and strong.,immunization,diseases,Negative,34,SIFT_data_2024_03,1770
5392,Take the myth around eating eggs during pregnancy: we know eating eggs is safe as long as the eggs are cooked well to avoid salmonella infection.,cooking eggs well,salmonella infection,Negative,310,SIFT_data_2024_03,1935
5216,"It was erroneously believed that for women who do not menstruate monthly, the waste products that the menstrual fluid is supposed to get rid of can accumulate and lead to ""diseases.""",not menstruating monthly,diseases,Positive,149,SIFT_data_2024_03,1852
5325,The pastor told me not to eat or drink in public to avoid the evil eyes .,drinking in public,evil eyes,Positive,265,SIFT_data_2024_03,1911
5496,The encroachment in their own observation has been consequently responsible for the migration of herdsmen searching for their means of survival for themselves and their cattle.,encroachment,migration of herdsmen,Positive,371,SIFT_data_2024_03,1980
5065,"Vendors from other regions are coming to northern Nigeria and bringing large quantities of these essential goods, keeping prices low.",vendors coming,large quantities of essential goods,Positive,46,SIFT_data_2024_03,1778
5341,"Furthermore, findings from this paper show that due to gendered social norms and the combined effects of poverty, women were sometimes still expected to undertake physically strenuous farm work and household chores when pregnant.",poverty,pregnant women undertaking household chores,Positive,269,SIFT_data_2024_03,1915
5266,The trophy doesn't fit into the brown suitcase because it's too large.,trophy is too large,fitting trophy in the brown suitcase,Negative,227,SIFT_data_2024_03,1881
5356,"Sugarcane is a rich source of iron and vitamins A, C, B1, B2, B3, B5, and B6.",sugarcane,vitamin C,Positive,287,SIFT_data_2024_03,1921
5427,"the vulnerability of pastoralists is exacerbated by the poor functioning of markets, a general characteristic of markets in sub-Saharan Africa countries",poor functioning of markets,vulnerability,Positive,334,SIFT_data_2024_03,1952
5100,"The insecurity and displacement have led to low market functioning, reduced land cultivation, and destruction of infrastructure such as water pipelines, bridges, health centres, schools, roads, and other social amenities.",insecurity,destruction of infrastructure,Positive,67,SIFT_data_2024_03,1798
5407,"To avoid complications due to diabetes during pregnancy period, women should check whether they have diabetes before including sugarcane in their diet.",checking whether they have diabetes,complications,Negative,323,SIFT_data_2024_03,1943
5331,"Men here marry many wives once they have the resources. Islam permits it, but men do it primarily to show that they are wealthy.",marrying many wives,showing wealth,Positive,267,SIFT_data_2024_03,1913
5205,"A witch can make a condom weak, and break",witch,condom weakness,Positive,138,SIFT_data_2024_03,1844
5114,Shrinking resources have also led to conflicts between old and new comers as well as with pastoralists,shrinking resources,conflicts between old and new comers and pastoralists,Positive,70,SIFT_data_2024_03,1801
5369,Touching a child makes him choke which leads to his death.,child choking,child dying,Positive,290,SIFT_data_2024_03,1923
5084,"The study concludes that brigandage caused food insecurity in the Nahuche community, which had hitherto enjoyed food security.",brigandage,food insecurity,Positive,61,SIFT_data_2024_03,1793
5279,The herbalist explained to us that dreaming of having intercourse with an animal such as a black snake could also cause the woman to lose a pregnancy.,dreaming of intercourse with an animal,woman losing a pregnancy,Positive,235,SIFT_data_2024_03,1888
5260,"Sometimes you cannot control yourself and want to have sex, so you do so for fun and pleasure. It is part of the show of love for your guy.
",having sex,showing love,Positive,220,SIFT_data_2024_03,1875
5127,"To increase the biological benefits of food, it is essential to curb the incidence of communicable diseases; the relationship between infections and malnutrition is increasingly well articulated",infections,malnutrition,Positive,77,SIFT_data_2024_03,1808
5381,A pregnant woman and the baby in her womb need protein for growth.,protein,growth,Positive,302,SIFT_data_2024_03,1930
5047,The woman fed her child colostrum because the benefits of it is equal to immunization. It gives strengths to child to fight against diseases and child remains healthy and strong.,feeding child colostrum,diseases,Negative,34,SIFT_data_2024_03,1770
5406,"To avoid complications due to diabetes during pregnancy period, women should check whether they have diabetes before including sugarcane in their diet.",sugarcane,diabetes,Positive,323,SIFT_data_2024_03,1943
5072,Hoarding has reduced the availability of goods in the region.,hoarding,availability of goods,Negative,51,SIFT_data_2024_03,1783
5219,"The cancer, it was claimed, was the result of accumulated menstrual flow arising from amenorrhoea.",amenorrhoea,accumulated menstrual flow,Positive,150,SIFT_data_2024_03,1853
5133,Competition for resources has generated cycles of hunger and hopelessness that have bred violence in Sri Lanka as well as Rwanda,competition for resources,hunger,Positive,82,SIFT_data_2024_03,1812
5417,"Major causes of death in the Christian Billiri Society included poor health care, substance taking, HIV/AIDS, cattle Fulani attacks and civil crisis among farmers.",substance taking,death,Positive,329,SIFT_data_2024_03,1948
5501,Average prices of imported rice remained relatively lower at the country level compared to locally produced rice. These reasons can be explained by the high production costs of locally produced rice and especially by the various exceptional exemptions granted to traders for importing rice in recent years.,high production costs of locally produced rice,prices of locally produced rice,Positive,372,SIFT_data_2024_03,1981
5269,Other women themselves initiated divorce because they felt guilty for being unable to bear children for their partners.,women unable to bear children,divorce,Positive,229,SIFT_data_2024_03,1883
5123,a strong link was evident between poverty and malnutrition,poverty,malnutrition,Positive,76,SIFT_data_2024_03,1807
5073,Increased costs of bringing goods into the region have made them too expensive for people to purchase.,increased cost of importing goods,goods are too expensive,Positive,52,SIFT_data_2024_03,1784
5207,"So if you can deliver on your own, there is no need for antenatal care.",ability to deliver on your own,needing antenatal care,Negative,141,SIFT_data_2024_03,1846
5208,A woman deliver in the hospital or health facility is not brave.,woman is not brave,woman delivering in the hospital,Positive,143,SIFT_data_2024_03,1847
5237,There are some who do not use contraceptives because it ‘causes cancer’; ‘it causes barrenness in a woman’; ‘it gives headache’; or ‘it causes complications during delivery’.,using contraceptives,barrenness in a woman,Positive,163,SIFT_data_2024_03,1860
5194,Colostrum is the thick yellow first breast milk that a mother makes during pregnancy and just after birth.,during pregnancy,mother making colostrum,Positive,124,SIFT_data_2024_03,1837
5213,"Sometimes, they [television media] might just show a naked boy and a naked girl then you will feel like doing it.",television showing naked boy and girl,feeling like doing it,Positive,146,SIFT_data_2024_03,1850
5436,"The recent investment in improving existing roads that connect administrative centres to regional capitals, combined with the advance in use of mobile phone communications, have facilitated the development of new and efficient cereal trade routes and reduced marketing margins",mobile phone communications,efficient cereal trade routes,Positive,337,SIFT_data_2024_03,1955
5181,"Rekha felt that eating a pill, eating IFA tablets will heat up and the baby will be miscarried.",eating a pill,miscarriage,Positive,112,SIFT_data_2024_03,1831
5201,"Breast milk is natural food from God, just like manna which He gave to the Israelites while in the desert.",God,breast milk,Positive,134,SIFT_data_2024_03,1841
5228,Some men also held the misconception that vasectomy as a method is carried out by 'removing the man's scrotum',vasectomy,removing the man's scrotum,Positive,157,SIFT_data_2024_03,1857
5126,"To increase the biological benefits of food, it is essential to curb the incidence of communicable diseases; the relationship between infections and malnutrition is increasingly well articulated",decrease in incidence of communicable diseases,communicable diseases,Negative,77,SIFT_data_2024_03,1808
5318,"For me, when I got married and my wife was pregnant, I registered her in general hospital, and also in a traditional Centre. Because my understanding is that, there are medications in the hospital and also another type of medications from the traditional.",hospital,medications,Positive,261,SIFT_data_2024_03,1908
5081,"the current price of local rice (sold loose) at the local market is 1850 ngn/1kg. the price is expected to rise to 2100 ngn/1kg in 6 weeks, due to the high cost of oil.",high cost of oil,price of local rice,Positive,58,SIFT_data_2024_03,1790
5412,The baby is already dressed and covered with a towel so their hand will not touch the baby's skin,covering baby with a towel,hand touching the baby's skin,Negative,325,SIFT_data_2024_03,1945
5042,ASHA should tell them that more family means that the cost of spending will increase. Then the child will not study properly. If you have less family then the child's education will be done properly. And if there are more kids they may fight for the property.,more kids,kids fighting for property,Positive,32,SIFT_data_2024_03,1768
5150,"And it was this fear, this insecurity, this almost religious commitment to racism that lead to apartheid, the killing of thousands of people, and to his own nearly twenty-seven years of imprisonment.",racism,imprisonment,Positive,92,SIFT_data_2024_03,1819
5382,"IFA consumption also prevents swelling of hands and legs, it also increases strength in the body. And it also makes the child healthy.",consuming IFA,swelling of hands,Negative,304,SIFT_data_2024_03,1931
5091,"Civil insecurity born out of the Boko Haram conflict has persisted in the extreme northeast, particularly in Borno, Yobe and Kano states, causing population displacement and limiting crop production below average, restricting market and trade activities and causing higher food prices compared to other areas of the country.",civil insecurity,food prices,Positive,64,SIFT_data_2024_03,1795
5287,"Therefore , the women prayed to prevent any complications",praying,complications,Negative,241,SIFT_data_2024_03,1894
5504,"Consequently, therefore, scarcity of water which technically has been responsible for insufficient grazing of land has led to violent conflicts among farmers and herders.",scarcity of water,conflicts among farmers and herders,Positive,373,SIFT_data_2024_03,1982
5153,"And it was this fear, this insecurity, this almost religious commitment to racism that lead to apartheid, the killing of thousands of people, and to his own nearly twenty-seven years of imprisonment.",racism,killing of thousands of people,Positive,92,SIFT_data_2024_03,1819
5119,Fisherman restricted from fishing at nightime by gangs reduces amount of food and increases hunger,restricting fisherman from fishing at nightime,hunger,Positive,72,SIFT_data_2024_03,1803
5352,"Now that we are approaching rainy season, … … access road is a serious problem because all the routes are bad.",rainy season,access road problem,Positive,282,SIFT_data_2024_03,1920
5296,"You avoid sex by watching the kind of friends you move with.
",choosing friends,sex,Negative,250,SIFT_data_2024_03,1900
5238,There are some who do not use contraceptives because it ‘causes cancer’; ‘it causes barrenness in a woman’; ‘it gives headache’; or ‘it causes complications during delivery’.,using contraceptives,headache,Positive,163,SIFT_data_2024_03,1860
5378,"Though it is good to go to hospital for treatment of childhood illness, we must always remember that doctors and nurses only treat – it's God that heals.",nurses,treatment,Positive,299,SIFT_data_2024_03,1928
5447,"Although the 2012/13 cropping season took place in conditions of political and institutional crisis, production was supported by the State and technical partners, which allowed for a continuation of input subsidy programs and a slight increase in volume produced.",subsidy programs,crop volume produced,Positive,345,SIFT_data_2024_03,1959
5038,ASHA should tell them that more family means that the cost of spending will increase. Then the child will not study properly. If you have less family then the child's education will be done properly. And if there are more kids they may fight for the property.,more family,cost of spending,Positive,32,SIFT_data_2024_03,1768
5220,"The cancer, it was claimed, was the result of accumulated menstrual flow arising from amenorrhoea.",amenorrhoea,cancer,Positive,150,SIFT_data_2024_03,1853
5076,"As a result of prolonged flooding, cereals and fuels have become more difficult to purchase.",prolonged flooding,difficulty of purchasing cereals,Positive,54,SIFT_data_2024_03,1786
5482,"The explanation of low incomes from fisheries was due to the rarity of fish and fisheries resources in the rivers and backwaters in study area. Furthermore, rivers were contaminated by chemical products in form of effluents from the artisanal gold mining activities (Rasheed and Amuda, 2014).",rarity of fish and fisheries resources,low incomes from fisheries,Positive,365,SIFT_data_2024_03,1976
5462,"As part of its food self-sufficiency efforts, the Malian government is supporting farmers in the form of improved seeds, fertilizers and some agricultural aids to facilitate the production process.",Malian government,self-sufficiency efforts,Positive,355,SIFT_data_2024_03,1967
5455,Cattle thieves are carrying out daily killings and kidnappings in Zamfara state. Hundreds have died this year alone.,kidnappings,hundreds dying,Positive,349,SIFT_data_2024_03,1963
5135,Competition for resources has generated cycles of hunger and hopelessness that have bred violence in Sri Lanka as well as Rwanda,competition for resources,violence,Positive,82,SIFT_data_2024_03,1812
5282,I was told not to dance or sing in public to prevent witchcraft .,singing in public,witchcraft,Positive,237,SIFT_data_2024_03,1890
5274,"Usually, the herbalist would mix various herbs, animal fat and animal's skin such as lion's skin. These herbs were thought to clean a woman's womb making it suitable for conception or make a man potent.",cleaning woman's womb,conception,Positive,231,SIFT_data_2024_03,1885
5372,"Women in the villages live very far away from hospitals, they would like to go but they can't.",living in villages,going to hospitals,Negative,295,SIFT_data_2024_03,1925
5348,"Meanwhile, in host communities, an influx of refugees and IDPs can increase food demand and cause localized food shortages if the local markets struggle to cope with higher demand.",IDPs,food demand,Positive,274,SIFT_data_2024_03,1919
5182,"Rekha felt that eating a pill, eating IFA tablets will heat up and the baby will be miscarried.",heating up,miscarriage,Positive,112,SIFT_data_2024_03,1831
5442,"despite increasing production, Mali still has to rely on imports, mainly from Asia (India, Thailand, Vietnam, Pakistan and China), to satisfy the rice needs of its population",India,imports,Positive,343,SIFT_data_2024_03,1958
5349,"Meanwhile, in host communities, an influx of refugees and IDPs can increase food demand and cause localized food shortages if the local markets struggle to cope with higher demand.",IDPs,localized food shortages,Positive,274,SIFT_data_2024_03,1919
5370,Soni decided to get her child vaccinated because vaccinations can prevent fatal diseases.,vaccinations,fatal diseases,Negative,292,SIFT_data_2024_03,1924
5203,Nutritious substance is found in colostrum.,colostrum,nutritional substance,Positive,136,SIFT_data_2024_03,1842
5393,I had vaginal discharge four months ago and I used a traditional medicine it stopped.,using traditional medicine,vaginal discharge,Negative,312,SIFT_data_2024_03,1936
5500,Average prices of imported rice remained relatively lower at the country level compared to locally produced rice. These reasons can be explained by the high production costs of locally produced rice and especially by the various exceptional exemptions granted to traders for importing rice in recent years.,exemptions granted to traders,prices of imported rice,Negative,372,SIFT_data_2024_03,1981
5169,"I was scared throughout that pregnancy, I was not happy in it",pregnancy,being scared,Positive,109,SIFT_data_2024_03,1828
5360,"Sugarcane is a rich source of iron and vitamins A, C, B1, B2, B3, B5, and B6.",sugarcane,vitamin B5,Positive,287,SIFT_data_2024_03,1921
5428,"the vulnerability of farmers is exacerbated by the poor functioning of markets, a general characteristic of markets in Sweden",poor functioning of markets,vulnerability of farmers,Positive,335,SIFT_data_2024_03,1953
5270,Other women themselves initiated divorce because they felt guilty for being unable to bear children for their partners.,women unable to bear children,women feeling guilty,Positive,229,SIFT_data_2024_03,1883
5167,If there is health centre here we will be very happy that good thing has come to our land and we are ready to coorporate with you in any way to see that everything goes fine.,having health centre,happiness,Positive,105,SIFT_data_2024_03,1827
5446,"despite increasing production, Mali still has to rely on imports, mainly from Asia (India, Thailand, Vietnam, Pakistan and China), to satisfy the rice needs of its population",China,imports,Positive,343,SIFT_data_2024_03,1958
5259,"Sometimes you cannot control yourself and want to have sex, so you do so for fun and pleasure. It is part of the show of love for your guy.
",having sex,pleasure,Positive,220,SIFT_data_2024_03,1875
5492,"Islamist violence in Mali has also hit cattle herding areas, forcing farmers to abandon their trade.  Climate change too has led to competition for grazing lands and water, leading to intercommunal conflicts. The result, increased costs for breeders.",climate change,intercommunal conflicts,Positive,370,SIFT_data_2024_03,1979
5265,The delivery truck zoomed by the school bus because it was going so slow,school bus going slow,zooming by the school bus,Positive,226,SIFT_data_2024_03,1880
5272,Participants also believed that illiteracy and low levels of education among some of the women were barriers to seeking skilled pregnancy health care.,low education among women,access to skilled pregnancy health care,Negative,230,SIFT_data_2024_03,1884
5021,ASHA must have told Rekha that eating IFA tablets will cause blood in the body. Not eating will cause weakness. Anaemia can also occur. The baby may be unhealthy.,not eating IFA tablets,anaemia,Positive,19,SIFT_data_2024_03,1762
5086,The aforementioned indicates that banditry jeopardizes farming by causing farmers to desert farmlands that should have been cultivated and extorting money from farmers in the name of harvest fees. These have resulted in low output for farmers.,banditry,farmers deserting farmlands,Positive,63,SIFT_data_2024_03,1794
5303,"Mango is nutritious, rich in fibre, which can help prevent constipation, also rich in vitamin C, vitamin A, vitamin B6 and folic acid, which are all vital nutrients for a pregnant and a breastfeeding mother.",mango,vitamin A,Positive,253,SIFT_data_2024_03,1902
5236,There are some who do not use contraceptives because it ‘causes cancer’; ‘it causes barrenness in a woman’; ‘it gives headache’; or ‘it causes complications during delivery’.,using contraceptives,cancer,Positive,163,SIFT_data_2024_03,1860
5373,"Women in the villages live very far away from hospitals, they would like to go but they can't.",living far away from hospitals,going to hospitals,Negative,295,SIFT_data_2024_03,1925
5067,"Vendors from other regions are coming to northern Nigeria and bringing large quantities of these essential goods, keeping prices low.",large quantities of essential goods,prices,Negative,46,SIFT_data_2024_03,1778
5025,"A global wave of regulations is forcing tech companies like Meta, Microsoft and Google to change their products. Apple’s App Store now looks different from country to country.",global wave of regulations,tech companies changing products,Positive,21,SIFT_data_2024_03,1763
